id, name, label0, label1, label2, label3, label4, label5
4620, Baris Sumengen, 0, 0, 0, 0, 0, 1
4621, Yuk Wah Wong, 0, 1, 0, 1, 0, 0
4622, Amos Y. Johnson, 0, 1, 0, 0, 0, 0
4623, Andrei Z. Broder, 1, 0, 7, 1, 4, 0
4624, Tomás Svoboda, 0, 0, 0, 0, 0, 1
4625, Yunzhang Zhu, 0, 0, 1, 0, 0, 0
4626, Ran Xu, 0, 0, 0, 0, 0, 1
4627, Edgardo Ambrosi, 0, 0, 1, 0, 0, 0
4628, Tik-Shun Wong, 0, 1, 1, 0, 0, 0
4629, Koji Yoshida, 0, 0, 0, 0, 0, 1
4630, Steven Okamoto, 0, 1, 0, 0, 0, 0
4631, Yuchi Huang, 0, 0, 0, 0, 0, 4
4632, Junchang Xin, 1, 0, 0, 0, 0, 0
4633, Young Jin Lee, 0, 0, 1, 0, 0, 0
4634, Zichen Xu, 1, 0, 0, 0, 0, 0
4635, Hai Jin, 0, 0, 0, 1, 0, 2
4636, Ivan Serina, 0, 4, 0, 0, 0, 0
4637, Christian Kurz, 0, 0, 0, 0, 0, 1
4638, Eran Ofek, 0, 0, 0, 0, 1, 0
4639, Wojciech Stach, 0, 0, 0, 1, 0, 0
4640, Mu Li, 0, 1, 0, 0, 0, 1
4641, Sean Mckeough, 1, 0, 0, 0, 0, 0
4642, Craig A. Tovey, 0, 6, 0, 0, 1, 0
4643, Fatemah A. Alqallaf, 0, 0, 0, 1, 0, 0
4644, Gregor Berginc, 0, 1, 0, 0, 0, 0
4645, Scott Dejmal, 0, 1, 0, 0, 0, 0
4646, Thomas Moscibroda, 0, 0, 0, 0, 1, 0
4647, Michael Luck, 0, 1, 0, 0, 0, 0
4648, Ryan T. McDonald, 0, 0, 1, 0, 0, 0
4649, Daniel Grest, 0, 0, 0, 0, 0, 1
4650, Michael Hofer, 0, 0, 0, 0, 0, 1
4651, Nidal Al-Said, 0, 0, 0, 1, 0, 0
4652, Éric Colin de Verdière, 0, 0, 0, 0, 2, 0
4653, Henrique Andrade, 2, 0, 0, 0, 0, 0
4654, Why Yong Peng, 0, 0, 0, 1, 0, 0
4655, Gleb Tschapek, 0, 0, 0, 1, 0, 0
4656, Dong (Haoyuan) Li, 0, 0, 0, 1, 0, 0
4657, Christina Merten, 0, 1, 0, 0, 0, 0
4658, Sadahiko Mihashi, 0, 0, 0, 0, 0, 1
4659, Christopher L. Barrett, 0, 2, 0, 0, 0, 0
4660, Zhigang Kong, 0, 0, 1, 0, 0, 0
4661, Kent Shi, 0, 0, 0, 0, 0, 1
4662, Wei Bi, 0, 0, 0, 1, 0, 0
4663, Sien Moens, 0, 0, 0, 0, 0, 1
4664, Britta Peis, 0, 0, 0, 0, 2, 0
4665, Tomás Kocka, 0, 4, 0, 0, 0, 0
4666, Justin Domke, 0, 1, 0, 0, 0, 4
4667, Wei Chen 0013, 0, 0, 0, 3, 0, 0
4668, Wei Chen 0012, 0, 0, 0, 0, 0, 1
4669, Qiang Sun, 0, 2, 0, 0, 0, 0
4670, Haris Georgiadis, 2, 0, 0, 0, 0, 0
4671, Vesile Evrim, 0, 1, 0, 0, 0, 0
4672, Peng Wang, 0, 0, 0, 5, 0, 5
4673, Vineet Chaoji, 0, 0, 0, 2, 0, 0
4674, Deniz Özmen, 0, 0, 0, 0, 1, 0
4675, Liwei Chen, 0, 0, 2, 0, 0, 0
4676, Masakazu Iwamura, 0, 0, 0, 0, 0, 2
4677, Gerth Stølting Brodal, 0, 0, 0, 0, 10, 0
4678, Bjørn Olstad, 1, 0, 0, 0, 0, 0
4679, Donald C. Trost, 0, 0, 0, 1, 0, 0
4680, Sang Min Oh, 0, 1, 0, 0, 0, 2
4681, G. Niklas Norén, 0, 0, 0, 2, 0, 0
4682, Jiayao Wang, 0, 0, 0, 1, 0, 0
4683, Un Yong Nahm, 0, 1, 0, 0, 0, 0
4684, Shien-Ching Hwang, 0, 0, 0, 1, 0, 0
4685, Douglas Thain, 0, 0, 0, 1, 0, 0
4686, Craig Silverstein, 0, 1, 0, 0, 0, 0
4687, Heng Yang, 0, 0, 0, 0, 0, 1
4688, Roman Eisner, 0, 2, 0, 0, 0, 0
4689, Qi Ma, 0, 0, 0, 0, 0, 1
4690, Zhewei Wei, 1, 0, 0, 0, 0, 0
4691, Qiming Huang, 0, 0, 0, 1, 0, 0
4692, Mark Hasegawa-Johnson, 0, 0, 0, 0, 0, 1
4693, Guoying Zhao, 0, 0, 0, 0, 0, 4
4694, Ming-Hung Hsu, 0, 0, 2, 0, 0, 0
4695, Kam-yiu Lam, 2, 0, 0, 0, 0, 0
4696, Peter J. Ramadge, 0, 3, 0, 0, 0, 0
4697, Dumitru Erhan, 0, 5, 0, 0, 0, 0
4698, Stefan Böhm, 0, 0, 0, 0, 0, 1
4699, Zhaoqi Chen, 2, 0, 0, 1, 0, 0
4700, Wangmeng Zuo, 0, 0, 0, 0, 0, 1
4701, Chang Yuan, 0, 0, 0, 0, 0, 2
4702, Arun Jagatheesan, 1, 0, 0, 0, 0, 0
4703, Chen-Khong Tham, 0, 1, 0, 0, 0, 0
4704, Troels Bjerre Sørensen, 0, 2, 0, 0, 2, 0
4705, Norvald H. Ryeng, 1, 0, 0, 0, 0, 0
4706, Lezan Hawizy, 0, 1, 0, 0, 0, 0
4707, Kriengkrai Porkaew, 1, 0, 0, 0, 0, 0
4708, Kelly Y. Itakura, 0, 0, 2, 0, 0, 0
4709, Kunal Punera, 0, 1, 1, 4, 0, 0
4710, Gloria Haro, 0, 0, 0, 0, 0, 1
4711, Sudipto Das, 2, 0, 0, 0, 0, 0
4712, Zohra Bellahsene, 1, 0, 0, 0, 0, 0
4713, Rafal Rak, 0, 0, 0, 1, 0, 0
4714, Jürgen Voss, 0, 0, 0, 1, 0, 0
4715, Anna Maclachlan, 0, 0, 0, 1, 0, 0
4716, Jian Pei, 29, 2, 2, 35, 0, 0
4717, Tuomas Talvensaari, 0, 0, 1, 0, 0, 0
4718, Deniz Erdogmus, 0, 1, 0, 0, 0, 0
4719, Shakil M. Khan 0001, 0, 0, 0, 1, 0, 0
4720, Shant Kirakos Karakashian, 1, 0, 0, 0, 0, 0
4721, Mark D. Hill, 1, 0, 0, 0, 0, 0
4722, Ioannis Konstas, 0, 0, 2, 0, 0, 0
4723, José Manuel Peña, 0, 2, 0, 0, 0, 0
4724, Axel Wienberg, 1, 0, 0, 0, 0, 0
4725, Antti Pesonen, 0, 0, 0, 1, 0, 0
4726, Christian Potthast, 0, 0, 0, 0, 0, 1
4727, Andrew Carlson, 0, 2, 0, 0, 0, 0
4728, Andrea Albarelli, 0, 0, 0, 0, 0, 3
4729, Xiaofei He, 1, 8, 6, 4, 0, 7
4730, Dung N. Lam, 0, 2, 0, 0, 0, 0
4731, Jean-Baptiste Bordes, 0, 0, 0, 0, 0, 1
4732, Liqing Zhang, 0, 0, 0, 0, 0, 2
4733, Yoong Keok Lee, 0, 1, 1, 0, 0, 0
4734, Thomas Stöhr, 1, 0, 0, 0, 0, 0
4735, Tatsuya Asai, 0, 0, 0, 2, 0, 0
4736, Brian Bies, 0, 0, 0, 0, 0, 1
4737, Jarno Vanhatalo, 0, 2, 0, 0, 0, 0
4738, Yun Chi, 1, 2, 2, 12, 0, 0
4739, Cornelis H. A. Koster, 0, 0, 3, 0, 0, 0
4740, Nagasuma R. Chandra, 0, 1, 0, 0, 0, 0
4741, Sabri Boughorbel, 0, 0, 0, 0, 0, 1
4742, Ari Lazier, 0, 1, 0, 0, 0, 0
4743, Himanshu Gupta, 4, 0, 0, 0, 0, 0
4744, Christof Löding, 1, 0, 0, 0, 0, 0
4745, Peter Hansen 0003, 0, 0, 0, 0, 0, 1
4746, Bharath K. Sriperumbudur, 0, 3, 0, 0, 1, 0
4747, Matthias Schneider, 0, 0, 0, 0, 0, 1
4748, Tomoharu Nakashima, 0, 0, 0, 1, 0, 0
4749, Szymon Rusinkiewicz, 0, 0, 0, 0, 0, 4
4750, Thomas George, 0, 0, 0, 2, 0, 0
4751, Shannon Dalmao, 0, 1, 0, 0, 1, 0
4752, Clayton D. Scott, 0, 0, 0, 0, 1, 0
4753, Jinmei Xu, 0, 0, 0, 1, 0, 0
4754, Jose Garcia, 0, 2, 0, 0, 0, 0
4755, Seth Copen Goldstein, 0, 1, 0, 0, 0, 0
4756, Sean Hallgren, 0, 0, 0, 0, 5, 0
4757, Nobuyuki Otsu, 0, 1, 0, 0, 0, 0
4758, Weihong Deng, 0, 0, 1, 0, 0, 0
4759, Gerald Sommer, 0, 0, 0, 0, 0, 1
4760, Kuei-Hsien Chen, 0, 0, 0, 1, 0, 0
4761, Vishal S. Batra, 3, 0, 0, 0, 0, 0
4762, Monaldo Mastrolilli, 0, 1, 0, 0, 2, 0
4763, Rim Moussa, 1, 0, 0, 0, 0, 0
4764, Xiaozhe Wang, 0, 0, 0, 2, 0, 1
4765, Baogang Hu, 0, 0, 0, 1, 0, 0
4766, Olivier Biton, 3, 0, 0, 0, 0, 0
4767, Florent Perronnin, 0, 0, 0, 0, 0, 9
4768, Aria Haghighi, 0, 2, 0, 0, 0, 0
4769, Yonggang Jin, 0, 0, 0, 0, 0, 4
4770, Yu Meng, 0, 0, 0, 2, 0, 0
4771, Julien Ponge, 1, 0, 0, 0, 0, 0
4772, Richard Edwin Stearns, 0, 1, 0, 0, 0, 0
4773, Adrian Becker, 0, 0, 0, 1, 0, 0
4774, Hong Chang, 0, 3, 0, 0, 0, 6
4775, Anthony Hunter, 0, 7, 0, 0, 0, 0
4776, Andreas Ruttor, 0, 1, 0, 0, 0, 0
4777, Susanne Bottcher, 0, 1, 0, 0, 0, 0
4778, Vladimir Kolmogorov, 0, 3, 0, 0, 0, 9
4779, Yoëlle S. Maarek, 0, 0, 3, 1, 0, 0
4780, Arvind Gupta, 0, 1, 0, 0, 0, 0
4781, Tijl De Bie, 0, 0, 0, 1, 0, 0
4782, Bernhard von Stengel, 0, 0, 0, 0, 1, 0
4783, James Swee Chuan Tan, 0, 0, 0, 1, 0, 0
4784, Su Nam Kim, 0, 1, 0, 0, 0, 0
4785, Y-Lan Boureau, 0, 2, 0, 0, 0, 2
4786, Ryen W. White, 0, 0, 22, 1, 0, 0
4787, Simone Hemm, 0, 0, 0, 0, 0, 1
4788, Dimitriy A. Katz, 0, 0, 0, 0, 1, 0
4789, Moon-Hyun Lee, 0, 0, 0, 0, 0, 1
4790, Keizo Oyama, 0, 0, 1, 0, 0, 0
4791, Christian Meilicke, 0, 3, 0, 0, 0, 0
4792, Christopher Unkel, 1, 0, 0, 0, 0, 0
4793, Cindy Xinmin Chen, 1, 0, 0, 0, 0, 0
4794, Zhen Liao, 1, 0, 0, 1, 0, 0
4795, Calton Pu, 3, 0, 0, 0, 0, 0
4796, Erez Karpas, 0, 2, 0, 0, 0, 0
4797, James P. Mammen, 0, 0, 0, 0, 0, 1
4798, Ryan Hafen, 0, 1, 0, 0, 0, 0
4799, Jan Bandouch, 0, 1, 0, 0, 0, 1
4800, K. L. Kwok, 0, 0, 1, 0, 0, 0
4801, Yujian Lin, 0, 0, 0, 1, 0, 0
4802, Dino Pedreschi, 2, 0, 0, 6, 0, 0
4803, David A. Cohen, 0, 3, 0, 0, 0, 0
4804, Jan Remy, 0, 0, 0, 0, 1, 0
4805, Nir Pochter, 0, 2, 0, 0, 0, 0
4806, Anna Feldman, 0, 1, 0, 0, 0, 0
4807, Yuko Maruyama, 0, 0, 0, 1, 0, 0
4808, Yulan Huang, 0, 0, 0, 1, 0, 0
4809, Johanna I. Westbrook, 0, 0, 0, 1, 0, 0
4810, Licia Capra, 0, 0, 2, 2, 0, 0
4811, Rina Azoulay-Schwartz, 0, 1, 0, 0, 0, 0
4812, Kono Kim, 0, 0, 1, 1, 0, 0
4813, Wen Ming Liu, 1, 0, 0, 0, 0, 0
4814, Ayse Erkan, 0, 2, 0, 0, 0, 0
4815, Josef Steinberger, 0, 0, 1, 0, 0, 0
4816, Hideo Shimazu, 0, 1, 0, 0, 0, 0
4817, Thomas Lindblad, 0, 0, 0, 1, 0, 0
4818, Tom Croonenborghs, 0, 2, 0, 0, 0, 0
4819, Victor M. Markowitz, 3, 0, 0, 0, 0, 0
4820, Otman A. Basir, 0, 0, 0, 1, 0, 0
4821, Johannes Fischer 0001, 0, 0, 0, 3, 0, 0
4822, Itay Dar, 2, 0, 0, 0, 0, 0
4823, Marc Gyssens, 1, 2, 0, 0, 0, 0
4824, Kristiaan Pelckmans, 0, 1, 0, 0, 0, 0
4825, Richard Butterworth, 0, 0, 0, 1, 0, 0
4826, Vijay Venkataraman, 0, 0, 0, 0, 0, 1
4827, Lewis Girod, 1, 0, 0, 0, 0, 0
4828, Lijun Chen 0002, 0, 0, 0, 1, 0, 0
4829, Georgios Evangelidis, 1, 0, 0, 0, 0, 0
4830, Gilles Dequen, 0, 1, 0, 0, 0, 1
4831, Janez Demsar, 0, 0, 0, 1, 0, 0
4832, Steve Mills, 0, 0, 0, 0, 0, 1
4833, Anna Petrovskaya, 0, 1, 0, 0, 0, 0
4834, Sholom M. Weiss, 0, 0, 1, 3, 0, 0
4835, Chendong Li, 0, 1, 0, 0, 0, 0
4836, François Bardet, 0, 0, 0, 0, 0, 1
4837, Richard J. Bolton, 0, 0, 0, 2, 0, 0
4838, Mirella Lapata, 0, 3, 1, 0, 0, 0
4839, Elad Verbin, 2, 0, 0, 0, 6, 0
4840, Mohammad Abolhassani, 0, 0, 1, 0, 0, 0
4841, Paul Scerri, 0, 4, 0, 0, 0, 0
4842, Somayajulu Sripada, 0, 1, 0, 1, 0, 0
4843, Matteo Alberto Sorrenti, 1, 0, 0, 0, 0, 0
4844, Regina Barzilay, 0, 6, 0, 0, 0, 0
4845, Jouni K. Seppänen, 0, 0, 0, 6, 0, 0
4846, Andrew Miller, 0, 1, 0, 0, 0, 0
4847, Steven N. Furtwangler, 0, 1, 0, 0, 0, 0
4848, Yun Han Lee, 1, 0, 0, 0, 0, 0
4849, Donovan Artz, 0, 1, 0, 0, 0, 0
4850, Emo Welzl, 0, 0, 0, 0, 4, 0
4851, Zhiwu Lu, 0, 1, 0, 1, 0, 3
4852, Noah S. Friedland, 0, 1, 0, 0, 0, 0
4853, Yasin Abbasi-Yadkori, 0, 2, 0, 0, 0, 0
4854, Jürgen Lerner, 0, 0, 0, 1, 0, 0
4855, Yongmian Zhang, 0, 1, 0, 0, 0, 1
4856, Teresa Escobet, 0, 1, 0, 0, 0, 0
4857, Rod Hook, 0, 0, 0, 1, 0, 0
4858, Unil Yun, 0, 0, 0, 3, 0, 0
4859, Dean Pomerleau, 0, 0, 0, 0, 0, 1
4860, Hannes Korte, 0, 0, 0, 1, 0, 0
4861, Gui-Song Xia, 0, 0, 0, 0, 0, 1
4862, Jean-Marc Odobez, 0, 0, 0, 0, 0, 5
4863, Selim Aksoy, 0, 0, 0, 1, 0, 1
4864, David Carlson, 1, 0, 0, 0, 0, 0
4865, Yebin Liu, 0, 0, 0, 0, 0, 1
4866, Scott Helmer, 0, 1, 0, 0, 0, 0
4867, Seung-won Hwang, 6, 1, 0, 2, 0, 0
4868, Jae-Woo Chang, 0, 0, 0, 1, 0, 0
4869, Kenichi Takahashi, 0, 0, 0, 4, 0, 0
4870, Bo Qian, 0, 0, 0, 1, 0, 0
4871, Francesco M. Donini, 0, 3, 0, 0, 0, 0
4872, Siwei Zhu, 0, 0, 0, 0, 0, 1
4873, Peter R. de Waal, 0, 2, 0, 0, 0, 0
4874, Phillip B. Gibbons, 7, 0, 0, 1, 1, 0
4875, Mor Harchol-Balter, 4, 0, 0, 0, 0, 0
4876, Jason Luciow, 0, 0, 0, 1, 0, 0
4877, Junming Shao, 0, 0, 0, 1, 0, 0
4878, Craig V. Dean, 0, 0, 0, 0, 0, 1
4879, Xiang Zhang, 3, 0, 0, 3, 0, 0
4880, Julie A. McCann, 0, 0, 1, 0, 0, 0
4881, Fang Cao 0002, 0, 0, 0, 1, 0, 0
4882, Selina Chu, 0, 1, 0, 3, 0, 0
4883, Mehdi Benzine, 1, 0, 0, 0, 0, 0
4884, Herbert Edelsbrunner, 0, 0, 0, 0, 4, 0
4885, Óscar Martínez Mozos, 0, 3, 0, 0, 0, 0
4886, Charles Pecheur, 0, 2, 0, 0, 0, 0
4887, Veli Mäkinen, 1, 0, 0, 1, 0, 0
4888, Valerie S. Allen, 0, 0, 1, 0, 0, 0
4889, Christof Monz, 0, 0, 5, 0, 0, 0
4890, Siriwan Suebnukarn, 0, 1, 0, 0, 0, 0
4891, Yuanzhu Peter Chen, 0, 1, 1, 0, 0, 0
4892, Sven Schmidt, 2, 0, 0, 0, 0, 0
4893, Timothy Malkemus, 6, 0, 0, 0, 0, 0
4894, Michael Goesele, 0, 0, 0, 0, 0, 4
4895, Yehuda Vardi, 0, 1, 0, 0, 0, 0
4896, Chien-Ju Ho, 0, 2, 0, 0, 0, 0
4897, Kate A. Smith, 0, 0, 0, 1, 0, 0
4898, Tarek Abu-Amer, 0, 1, 0, 0, 0, 0
4899, Moritz Weiten, 0, 1, 0, 0, 0, 0
4900, Stéphane Cardon, 0, 3, 0, 0, 0, 0
4901, Vicenç Gómez, 0, 1, 0, 0, 0, 0
4902, Hannes Wettig, 0, 1, 0, 0, 0, 0
4903, David R. Hardoon, 0, 4, 0, 0, 0, 0
4904, Jose Miguel Puerta, 0, 1, 0, 0, 0, 0
4905, Tiago Rodrigues, 0, 0, 1, 0, 0, 0
4906, Tsung-Hsin Ho, 0, 0, 0, 1, 0, 0
4907, Adrian Vetta, 0, 0, 0, 0, 8, 0
4908, Christof Bräutigam, 0, 0, 1, 0, 0, 0
4909, Tomonobu Ozaki, 0, 0, 0, 2, 0, 0
4910, Andreas Buja, 0, 0, 0, 1, 0, 0
4911, David Wettergreen, 0, 0, 0, 0, 0, 1
4912, Volker Strassen, 0, 0, 0, 0, 1, 0
4913, Pak-Ming Cheung, 0, 3, 0, 0, 0, 0
4914, Annan Li, 0, 0, 0, 0, 0, 1
4915, Mika Fischer, 0, 0, 0, 0, 0, 1
4916, Yuki Kamiya, 0, 0, 0, 1, 0, 0
4917, Keiji Matsumoto, 0, 0, 0, 0, 1, 0
4918, Guangqin Ma, 0, 0, 0, 1, 0, 0
4919, S. Dov Gordon, 0, 0, 0, 0, 1, 0
4920, Salvatore J. Stolfo, 0, 0, 0, 5, 0, 0
4921, Andriy Ivannikov, 0, 0, 0, 1, 0, 0
4922, Daniel M. Kane, 1, 0, 0, 0, 4, 0
4923, Greg Seidman, 1, 0, 0, 0, 0, 0
4924, Lei Zhang 0016, 1, 0, 0, 1, 0, 0
4925, Baris Coskun, 0, 0, 0, 1, 0, 0
4926, Chris Jordan, 0, 0, 2, 0, 0, 2
4927, Rares Vernica, 1, 0, 0, 1, 0, 0
4928, Steven P. Ketchpel, 0, 0, 0, 1, 0, 0
4929, Jinchang Ren, 0, 0, 0, 0, 0, 2
4930, Robert O'Callaghan, 0, 0, 0, 0, 0, 1
4931, Beverly Yang, 3, 0, 0, 0, 0, 0
4932, Muthuramakrishnan Venkitasubramaniam, 1, 0, 0, 0, 2, 0
4933, Xia Jiang, 0, 1, 0, 0, 0, 0
4934, Steven Whang, 1, 0, 0, 0, 0, 0
4935, Erik B. Sudderth, 0, 2, 0, 0, 0, 2
4936, Yannis Kotidis, 17, 0, 0, 0, 1, 0
4937, Natalie Thompson, 0, 1, 0, 0, 0, 0
4938, Arnon Mazza, 1, 0, 0, 0, 0, 0
4939, Weixin Wu, 0, 0, 0, 0, 0, 1
4940, Ibrahim Jaluta, 1, 0, 0, 0, 0, 0
4941, Jiafeng Guo, 0, 0, 2, 0, 0, 0
4942, Michael Meier 0002, 3, 0, 0, 0, 0, 0
4943, Robert Gerling, 0, 0, 1, 0, 0, 0
4944, Yueting Zhuang, 1, 2, 2, 0, 0, 3
4945, Alberto Trombetta, 2, 0, 0, 0, 0, 0
4946, Matt Gibson, 0, 0, 0, 0, 2, 0
4947, Xueyin Lin, 0, 0, 0, 0, 0, 2
4948, Cynthia Sims Parr, 0, 1, 0, 0, 0, 0
4949, Tobias Pietzsch, 0, 0, 0, 0, 0, 3
4950, Guofei Gu, 0, 0, 0, 1, 0, 0
4951, Edward Kim, 0, 0, 0, 0, 0, 1
4952, Doron Feldman, 0, 0, 0, 0, 0, 2
4953, Andreas Stephanik, 1, 0, 0, 0, 0, 0
4954, Robert Platt Jr., 0, 1, 0, 0, 0, 0
4955, Dympna O'Sullivan, 0, 1, 0, 0, 0, 0
4956, Itai Benjamini, 0, 0, 0, 0, 3, 0
4957, Adrien Angeli, 0, 0, 0, 0, 0, 1
4958, Shuai Ma, 4, 0, 0, 1, 0, 0
4959, Helga Van Herle, 0, 0, 0, 1, 0, 0
4960, Jiaheng Lu, 4, 0, 0, 1, 0, 0
4961, Georgios Passalis, 0, 0, 0, 0, 0, 2
4962, Takeshi Kurashima, 0, 0, 1, 0, 0, 0
4963, Ben Liblit, 0, 1, 0, 0, 0, 0
4964, Amitabh Basu, 0, 0, 0, 0, 1, 0
4965, Marco Hülsmann, 0, 0, 0, 1, 0, 0
4966, David Mease, 0, 0, 1, 0, 0, 0
4967, Anurag Maskey, 2, 0, 0, 0, 0, 0
4968, Thad Starner, 0, 2, 0, 1, 0, 0
4969, James R. Glass, 0, 0, 0, 0, 0, 1
4970, Bruno Direito, 0, 0, 0, 1, 0, 0
4971, Fubito Toyama, 0, 2, 0, 0, 0, 0
4972, Tianyi Wu, 4, 0, 0, 1, 0, 0
4973, Nada Abdallah, 0, 1, 0, 0, 0, 0
4974, Daniel Lokshtanov, 0, 2, 0, 0, 5, 0
4975, Zheng-Jun Zha, 0, 2, 0, 0, 0, 2
4976, E. Gerardo Mendizabal-Ruiz, 0, 0, 0, 0, 0, 1
4977, Luminita A. Vese, 0, 0, 0, 0, 0, 1
4978, Zhen Li, 0, 0, 0, 0, 0, 1
4979, Peter R. Pietzuch, 1, 0, 0, 0, 0, 0
4980, Michael S. Miller, 0, 1, 0, 0, 0, 0
4981, Ullrich Hustadt, 0, 1, 0, 0, 0, 0
4982, Sreenivas Gollapudi, 3, 1, 0, 1, 1, 0
4983, Oscar Dalmau Cedeño, 0, 0, 0, 0, 0, 1
4984, Maja Pantic, 0, 0, 0, 0, 0, 1
4985, Georgia Koloniari, 3, 0, 0, 0, 0, 0
4986, Dana Randall, 0, 0, 0, 0, 8, 0
4987, Jing Li, 0, 0, 1, 2, 0, 0
4988, João M. F. Xavier, 0, 0, 0, 0, 0, 3
4989, Gillat Kol, 0, 0, 0, 0, 1, 0
4990, Arrigo Benedetti, 0, 0, 0, 0, 0, 1
4991, Juha Makkonen, 0, 0, 2, 0, 0, 0
4992, Michael R. James, 0, 7, 0, 0, 0, 0
4993, Jing Lu, 1, 0, 0, 0, 0, 0
4994, Mihai Boicu, 0, 2, 0, 0, 0, 0
4995, Andreas Koschan, 0, 0, 0, 0, 0, 4
4996, Stephen A. Vavasis, 0, 1, 0, 0, 0, 0
4997, Giancarlo Raiconi, 0, 0, 0, 1, 0, 0
4998, Markus Breitenbach, 0, 3, 0, 0, 0, 0
4999, David Allouche, 0, 1, 0, 0, 0, 0
5000, Thomas Sebastian, 0, 0, 0, 0, 0, 2
5001, Jiashun Jin, 0, 0, 0, 1, 0, 0
5002, Lei Yuan, 0, 0, 0, 2, 0, 0
5003, Katrin Kirchhoff, 0, 0, 1, 0, 0, 0
5004, Sang-goo Lee, 0, 0, 1, 0, 0, 0
5005, Eric Sedgwick, 0, 0, 0, 0, 1, 0
5006, Rui Liao, 0, 0, 0, 0, 0, 1
5007, Milos Hauskrecht, 0, 7, 2, 1, 0, 0
5008, Theo Härder, 3, 0, 0, 0, 0, 0
5009, Shihai Dong, 0, 0, 0, 1, 0, 0
5010, Luis Garcia, 0, 1, 0, 0, 0, 0
5011, Renliang Zhao, 0, 0, 0, 1, 0, 0
5012, Rui M. Castro, 0, 1, 0, 0, 1, 0
5013, Munjal Desai, 0, 1, 0, 0, 0, 0
5014, Faraz Zaidi, 0, 0, 0, 1, 0, 0
5015, Weiming Liu, 0, 3, 0, 0, 0, 0
5016, Mathias Drton, 0, 3, 0, 0, 0, 0
5017, Fabian Buchwald, 0, 1, 0, 0, 0, 0
5018, Patrick Labatut, 0, 0, 0, 0, 0, 3
5019, Andreas P. Streich, 0, 1, 0, 0, 0, 0
5020, Don M. Tucker, 0, 0, 0, 1, 0, 0
5021, Masahiro Fujita, 0, 1, 0, 0, 0, 0
5022, Minho Park, 0, 0, 0, 1, 0, 0
5023, Hwee Tou Ng, 0, 8, 3, 0, 0, 0
5024, Chiara Ghidini, 0, 1, 0, 0, 0, 0
5025, Amanda Jane Coles, 0, 1, 0, 0, 0, 0
5026, Satish Tadepalli, 0, 0, 0, 2, 0, 0
5027, Gerhard Paaß, 0, 0, 0, 1, 0, 0
5028, Naju Mancheril, 1, 0, 0, 0, 0, 0
5029, Antonis Katartzis, 0, 0, 0, 0, 0, 1
5030, Hanxi Li, 0, 0, 0, 0, 0, 1
5031, Ashish Kapoor, 0, 2, 0, 0, 0, 7
5032, Jing Luo, 0, 0, 1, 0, 0, 0
5033, Siegfried Nijssen, 0, 3, 0, 6, 0, 0
5034, Eamonn J. Keogh, 8, 1, 0, 47, 0, 0
5035, Yonatan Aumann, 0, 2, 0, 0, 2, 0
5036, Rann Smorodinsky, 0, 1, 0, 0, 0, 0
5037, Micheál Scully, 0, 0, 1, 0, 0, 0
5038, Ron Kohavi, 0, 0, 0, 7, 0, 0
5039, Christopher M. White, 0, 0, 1, 0, 0, 0
5040, Lei Chen 0003, 4, 0, 0, 1, 0, 0
5041, Lei Chen 0002, 19, 0, 0, 2, 0, 0
5042, Milton Rosenberg, 0, 1, 0, 0, 0, 0
5043, Egemen Tanin, 3, 0, 0, 0, 0, 0
5044, Olga Regina Pereira Bellon, 0, 0, 0, 0, 0, 1
5045, Barbara Caputo, 0, 1, 0, 0, 0, 6
5046, Ashu M. G. Solo, 0, 1, 0, 0, 0, 0
5047, H. Sebastian Seung, 0, 0, 0, 0, 0, 2
5048, Mehmet Gönen, 0, 1, 0, 0, 0, 0
5049, Vikraman Arvind, 0, 0, 0, 0, 2, 0
5050, D. S. Hunnisett, 0, 0, 1, 0, 0, 0
5051, Balaji Rathakrishnan, 1, 0, 0, 0, 0, 0
5052, Robert Jäschke, 0, 0, 0, 1, 0, 0
5053, Armen E. Allahverdyan, 0, 1, 0, 0, 0, 0
5054, Osman Abul, 1, 0, 0, 0, 0, 0
5055, Xiao Hu, 0, 0, 2, 1, 0, 0
5056, Dmitriy Panchenko, 0, 0, 0, 0, 1, 0
5057, Scott Shannon, 0, 1, 0, 0, 0, 0
5058, Taehyong Kim, 0, 0, 0, 1, 0, 0
5059, Jungi Kim, 0, 0, 1, 0, 0, 0
5060, Ralf Rantzau, 5, 0, 0, 0, 0, 0
5061, Kara Greenfield, 1, 0, 0, 0, 0, 0
5062, Xishun Zhao, 0, 1, 0, 0, 0, 0
5063, Lei Zhang, 0, 0, 0, 1, 0, 0
5064, Mahdokht Masaeli, 0, 1, 0, 1, 0, 0
5065, Nikhil Srivastava, 0, 0, 0, 0, 2, 0
5066, Benny Kimelfeld, 13, 0, 0, 0, 0, 0
5067, Daniel W. Engels, 0, 0, 0, 0, 1, 0
5068, Asako Yamamuro, 0, 0, 0, 0, 0, 1
5069, Aram Galstyan, 0, 2, 0, 0, 0, 0
5070, Tore Risch, 3, 0, 0, 0, 0, 0
5071, Germán González, 0, 0, 0, 0, 0, 2
5072, Hiroyuki Kitagawa, 4, 0, 0, 3, 0, 0
5073, Ciprian Borcea, 0, 0, 0, 0, 1, 0
5074, Payam Sabzmeydani, 0, 0, 0, 0, 0, 1
